,date_time,score_baf,score_bat
0,2017-11-14 00:00:00.000000,0.14828486740589142,0.8517151474952698
1,2017-11-14 00:00:06.257500,0.09016689658164978,0.9098330736160278
2,2017-11-14 00:00:12.515000,0.004293366335332394,0.9957066178321838
3,2017-11-14 00:00:18.772500,0.0005726183881051838,0.9994274377822876
4,2017-11-14 00:00:25.030000,0.0002295901213074103,0.99977046251297
5,2017-11-14 00:00:31.287500,0.0005115196108818054,0.9994884729385376
6,2017-11-14 00:00:37.545000,0.00024547617067582905,0.9997544884681702
7,2017-11-14 00:00:43.802500,0.0006167269893921912,0.9993832111358643
8,2017-11-14 00:00:50.060000,0.0015376777155324817,0.9984623193740845
9,2017-11-14 00:00:56.317500,0.005273043643683195,0.9947269558906555
10,2017-11-14 00:01:02.575000,0.1869564801454544,0.813043475151062
11,2017-11-14 00:01:08.832500,0.31661224365234375,0.6833877563476562
12,2017-11-14 00:01:15.090000,0.382477730512619,0.6175222992897034
13,2017-11-14 00:01:21.347500,0.13072150945663452,0.8692784905433655
14,2017-11-14 00:01:27.605000,0.14745669066905975,0.8525433540344238
15,2017-11-14 00:01:33.862500,0.14989307522773743,0.8501068353652954
16,2017-11-14 00:01:40.120000,0.12088490277528763,0.879115104675293
17,2017-11-14 00:01:46.377500,0.48258277773857117,0.5174171924591064
18,2017-11-14 00:01:52.635000,0.4070928394794464,0.5929071307182312
19,2017-11-14 00:01:58.892500,0.3478775918483734,0.652122437953949
20,2017-11-14 00:02:05.150000,0.3556857407093048,0.6443142294883728
21,2017-11-14 00:02:11.407500,0.19494977593421936,0.8050501942634583
22,2017-11-14 00:02:17.665000,0.06684329360723495,0.9331566691398621
23,2017-11-14 00:02:23.922500,0.024350665509700775,0.975649356842041
24,2017-11-14 00:02:30.180000,0.0031310603953897953,0.996868908405304
25,2017-11-14 00:02:36.437500,0.0024006855674088,0.9975993037223816
26,2017-11-14 00:02:42.695000,0.0023881772067397833,0.9976118803024292
27,2017-11-14 00:02:48.952500,0.009449482895433903,0.9905505180358887
28,2017-11-14 00:02:55.210000,0.024304881691932678,0.9756951332092285
29,2017-11-14 00:03:01.467500,0.03518413379788399,0.9648158550262451
30,2017-11-14 00:03:07.725000,0.09010587632656097,0.9098941683769226
31,2017-11-14 00:03:13.982500,0.1662926822900772,0.833707332611084
32,2017-11-14 00:03:20.240000,0.2702324092388153,0.7297676205635071
33,2017-11-14 00:03:26.497500,0.27742284536361694,0.7225770950317383
34,2017-11-14 00:03:32.755000,0.2286721169948578,0.7713278532028198
35,2017-11-14 00:03:39.012500,0.12121281027793884,0.8787871599197388
36,2017-11-14 00:03:45.269999,0.07136566191911697,0.9286342859268188
37,2017-11-14 00:03:51.527499,0.04145636036992073,0.958543598651886
38,2017-11-14 00:03:57.784999,0.0226762555539608,0.9773237109184265
39,2017-11-14 00:04:04.042499,0.0701768770813942,0.9298231601715088
40,2017-11-14 00:04:10.299999,0.21752937138080597,0.7824706435203552
41,2017-11-14 00:04:16.557499,0.42597976326942444,0.574020266532898
42,2017-11-14 00:04:22.814999,0.43027496337890625,0.5697250962257385
43,2017-11-14 00:04:29.072499,0.3673414885997772,0.6326585412025452
44,2017-11-14 00:04:35.329999,0.4275343716144562,0.5724656581878662
45,2017-11-14 00:04:41.587499,0.36502569913864136,0.6349743604660034
46,2017-11-14 00:04:47.844999,0.34326955676078796,0.6567304134368896
47,2017-11-14 00:04:54.102499,0.15811598300933838,0.8418840169906616
48,2017-11-14 00:05:00.359999,0.08320347964763641,0.9167965650558472
49,2017-11-14 00:05:06.617499,0.039258502423763275,0.9607415199279785
50,2017-11-14 00:05:12.874999,0.006725464016199112,0.9932745695114136
51,2017-11-14 00:05:19.132499,0.0027640657499432564,0.9972359538078308
52,2017-11-14 00:05:25.389999,0.014084779657423496,0.9859151840209961
53,2017-11-14 00:05:31.647499,0.011330551467835903,0.9886694550514221
