,date_time,score_baf,score_bat
0,2017-11-12 00:00:00.000000,0.22665353119373322,0.7733464241027832
1,2017-11-12 00:00:06.257500,0.21102795004844666,0.788972020149231
2,2017-11-12 00:00:12.515000,0.20185644924640656,0.7981435060501099
3,2017-11-12 00:00:18.772500,0.21390298008918762,0.7860970497131348
4,2017-11-12 00:00:25.030000,0.3059162497520447,0.6940837502479553
5,2017-11-12 00:00:31.287500,0.1447668820619583,0.8552331328392029
6,2017-11-12 00:00:37.545000,0.04343125596642494,0.9565687775611877
7,2017-11-12 00:00:43.802500,0.007418401539325714,0.9925816059112549
8,2017-11-12 00:00:50.060000,0.0056430078111588955,0.9943569302558899
9,2017-11-12 00:00:56.317500,0.014664454385638237,0.9853355884552002
10,2017-11-12 00:01:02.575000,0.11745047569274902,0.8825494647026062
11,2017-11-12 00:01:08.832500,0.3048340380191803,0.6951659917831421
12,2017-11-12 00:01:15.090000,0.38946548104286194,0.6105344891548157
13,2017-11-12 00:01:21.347500,0.2626449167728424,0.73735511302948
14,2017-11-12 00:01:27.605000,0.2973422110080719,0.7026578187942505
15,2017-11-12 00:01:33.862500,0.30041953921318054,0.6995804905891418
16,2017-11-12 00:01:40.120000,0.2459888458251953,0.7540111541748047
17,2017-11-12 00:01:46.377500,0.16980282962322235,0.8301972150802612
18,2017-11-12 00:01:52.635000,0.15296058356761932,0.8470394015312195
19,2017-11-12 00:01:58.892500,0.21525175869464874,0.7847482562065125
20,2017-11-12 00:02:05.150000,0.2740527391433716,0.7259472608566284
21,2017-11-12 00:02:11.407500,0.3642767071723938,0.6357232928276062
22,2017-11-12 00:02:17.665000,0.2513357102870941,0.7486642599105835
23,2017-11-12 00:02:23.922500,0.21740278601646423,0.7825972437858582
24,2017-11-12 00:02:30.180000,0.2571164667606354,0.7428835034370422
25,2017-11-12 00:02:36.437500,0.3529976010322571,0.6470023393630981
26,2017-11-12 00:02:42.695000,0.32070446014404297,0.679295539855957
27,2017-11-12 00:02:48.952500,0.3205711543560028,0.6794288754463196
28,2017-11-12 00:02:55.210000,0.34570935368537903,0.6542906165122986
29,2017-11-12 00:03:01.467500,0.43599653244018555,0.5640034675598145
30,2017-11-12 00:03:07.725000,0.39962613582611084,0.6003738045692444
31,2017-11-12 00:03:13.982500,0.38119110465049744,0.6188088655471802
32,2017-11-12 00:03:20.240000,0.33292797207832336,0.6670719981193542
33,2017-11-12 00:03:26.497500,0.2649681568145752,0.7350318431854248
34,2017-11-12 00:03:32.755000,0.30914005637168884,0.6908599734306335
35,2017-11-12 00:03:39.012500,0.17532266676425934,0.8246773481369019
36,2017-11-12 00:03:45.269999,0.08615241199731827,0.9138475656509399
37,2017-11-12 00:03:51.527499,0.07276760041713715,0.9272323250770569
38,2017-11-12 00:03:57.784999,0.0786358192563057,0.9213641881942749
39,2017-11-12 00:04:04.042499,0.21085073053836823,0.789149284362793
40,2017-11-12 00:04:10.299999,0.25060132145881653,0.7493987083435059
41,2017-11-12 00:04:16.557499,0.22510722279548645,0.7748928070068359
42,2017-11-12 00:04:22.814999,0.42056503891944885,0.5794349312782288
43,2017-11-12 00:04:29.072499,0.3055362105369568,0.6944637894630432
44,2017-11-12 00:04:35.329999,0.171901673078537,0.8280983567237854
45,2017-11-12 00:04:41.587499,0.13189369440078735,0.8681062459945679
46,2017-11-12 00:04:47.844999,0.18794088065624237,0.8120591044425964
47,2017-11-12 00:04:54.102499,0.17788483202457428,0.8221151232719421
48,2017-11-12 00:05:00.359999,0.16087022423744202,0.8391297459602356
49,2017-11-12 00:05:06.617499,0.20115751028060913,0.7988424897193909
50,2017-11-12 00:05:12.874999,0.2866173982620239,0.7133826613426208
51,2017-11-12 00:05:19.132499,0.2788901627063751,0.721109926700592
52,2017-11-12 00:05:25.389999,0.23784495890140533,0.7621550559997559
53,2017-11-12 00:05:31.647499,0.28217267990112305,0.7178273797035217
54,2017-11-12 00:05:37.904999,0.2343999594449997,0.7656000852584839
55,2017-11-12 00:05:44.162499,0.2342592179775238,0.7657408118247986
56,2017-11-12 00:05:50.419999,0.42269232869148254,0.5773077011108398
57,2017-11-12 00:05:56.677499,0.41169193387031555,0.5883081555366516
58,2017-11-12 00:06:02.934999,0.4214080274105072,0.5785919427871704
